frequency_hz,rocof_hz_s,voltage_pu,total_demand_mw,total_gen_mw,net_power_deficit_mw,line_loading_pct,solar_gen_mw,wind_gen_mw,battery_soc_pct,ev_load_mw,industrial_load_mw,datacenter_load_mw,hospital_load_mw,fault_type,blackout_risk_pct,highest_risk_sector,recommended_prevention
49.793,-0.284,0.9961,119.87,96.55,23.31,86.38,11.59,19.97,72.4,28.47,29.02,9.82,8.0,EV_SURGE,25.3,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.006,0.0376,1.0039,99.96,100.7,-0.74,72.27,21.72,13.98,69.9,6.57,31.0,10.02,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.913,-0.1428,0.9947,99.02,87.01,12.01,70.38,10.48,11.53,71.0,7.04,29.16,9.9,8.0,SOLAR_DROP,6.2,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.709,-0.4184,0.985,115.02,86.32,28.7,81.87,3.76,17.56,52.1,6.13,46.53,9.6,8.0,INDUSTRIAL_INRUSH,28.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.871,-0.1893,0.9935,100.35,84.6,15.75,71.88,11.23,8.37,47.8,7.3,30.06,9.64,8.0,WIND_STALL,8.3,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.955,-0.088,1.0005,111.2,109.77,1.43,79.72,32.09,12.68,74.3,6.95,42.86,9.69,8.0,INDUSTRIAL_INRUSH,8.1,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.964,-0.0472,1.002,100.24,96.77,3.47,71.29,27.38,4.39,69.2,7.07,29.91,10.25,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.872,-0.1585,0.9995,112.67,99.17,13.5,80.68,15.34,18.83,68.0,21.82,27.87,10.01,8.0,EV_SURGE,12.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.918,-0.1177,0.9976,112.36,100.36,12.0,80.25,19.09,16.27,47.5,7.27,42.88,8.93,8.0,INDUSTRIAL_INRUSH,11.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.025,0.0569,1.0039,116.85,119.99,-3.14,83.87,35.0,19.99,67.1,7.11,46.38,9.86,8.0,INDUSTRIAL_INRUSH,12.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.238,0.49,1.0041,100.95,119.35,-18.4,71.69,34.86,19.49,81.1,7.44,29.66,10.48,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.79,-0.2804,0.995,116.29,91.56,24.73,83.3,7.24,19.32,80.7,6.98,45.06,10.74,8.0,INDUSTRIAL_INRUSH,21.7,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.025,0.0488,1.0019,98.58,101.3,-2.71,69.63,25.03,11.27,79.9,7.07,28.92,10.21,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.067,0.054,1.0023,101.0,104.35,-3.35,72.62,29.22,10.13,75.2,7.21,29.83,9.52,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.987,0.0028,1.0009,111.05,111.11,-0.06,80.17,32.58,13.53,76.5,6.83,29.69,22.6,8.0,DATACENTER_SPIKE,7.7,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.036,0.0475,0.996,112.51,115.08,-2.56,80.72,33.8,16.28,70.2,7.38,29.41,22.79,8.0,DATACENTER_SPIKE,10.5,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.074,0.1619,1.0041,99.53,106.06,-6.53,71.03,30.36,10.7,51.6,6.5,30.64,10.13,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.667,-0.5458,0.9893,114.24,84.91,29.33,81.79,2.9,17.01,50.5,6.87,29.53,23.82,8.0,DATACENTER_SPIKE,27.3,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.034,0.0656,1.0007,115.21,118.69,-3.49,82.99,34.71,18.99,69.6,24.0,30.03,9.21,8.0,EV_SURGE,11.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.232,0.4433,1.0011,100.36,117.23,-16.87,71.04,34.36,17.87,54.6,7.21,29.99,10.3,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.567,-0.9196,0.9869,117.64,84.39,33.25,84.94,2.59,16.81,65.2,23.27,31.26,10.02,8.0,EV_SURGE,36.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.974,-0.0868,0.9989,98.06,92.76,5.3,70.05,21.14,6.62,49.5,7.1,29.9,10.08,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.887,-0.1789,0.9966,100.03,87.31,12.73,72.12,4.37,17.93,84.9,7.07,28.71,8.89,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.675,-0.5892,0.9923,120.26,89.74,30.52,86.84,5.96,18.78,75.9,24.52,32.51,9.97,8.0,EV_SURGE,32.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.01,0.0158,1.0046,100.05,100.31,-0.26,71.39,18.8,16.51,42.3,7.64,29.15,10.0,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.161,0.2768,1.0096,102.64,117.31,-14.66,73.69,34.38,17.93,49.5,7.41,32.25,10.29,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.98,-0.057,0.9969,98.1,96.95,1.15,69.35,12.03,19.92,51.0,6.59,29.35,10.05,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.804,-0.3091,0.9952,119.25,96.71,22.54,85.71,11.76,19.95,57.6,25.38,30.05,10.15,8.0,EV_SURGE,24.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.926,-0.1126,0.9962,111.39,102.09,9.31,80.28,26.77,10.32,68.4,6.74,29.95,21.64,8.0,DATACENTER_SPIKE,12.3,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.868,-0.2054,0.9947,110.69,90.07,20.62,78.61,6.19,18.88,60.0,7.47,39.97,10.24,8.0,INDUSTRIAL_INRUSH,12.8,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.827,-0.2826,0.9964,101.14,80.91,20.23,72.22,3.69,12.22,82.0,7.02,30.44,9.78,8.0,SOLAR_DROP,8.1,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.958,-0.085,0.9954,101.18,94.43,6.75,71.86,9.52,19.91,57.6,6.84,30.97,10.09,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.914,-0.1532,0.9968,99.26,89.26,10.01,70.31,5.07,19.19,50.9,6.6,29.9,10.14,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.122,0.2158,1.0016,108.69,118.48,-9.79,77.14,34.66,18.82,40.4,6.91,29.22,19.7,8.0,DATACENTER_SPIKE,5.0,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.11,0.138,1.0006,100.09,108.86,-8.77,71.41,31.72,12.13,83.4,6.72,30.41,10.03,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.273,0.4621,1.0099,99.85,120.0,-20.15,71.63,35.0,20.0,44.2,7.18,29.54,9.59,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.204,0.3995,1.0088,100.99,119.98,-18.99,71.79,35.0,19.98,44.8,7.0,31.09,10.03,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.948,-0.0983,0.995,101.42,95.37,6.05,72.56,10.38,19.99,59.1,7.14,32.16,9.99,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.042,0.0188,1.0013,113.24,113.66,-0.42,80.94,33.4,15.26,78.4,7.52,30.39,22.75,8.0,DATACENTER_SPIKE,8.3,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.045,0.0126,1.0,102.18,102.49,-0.31,72.98,27.37,10.12,61.4,7.28,31.79,10.47,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.039,0.0602,1.0013,101.88,102.94,-1.06,73.93,32.46,5.47,40.9,7.37,30.4,10.24,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.068,0.1466,1.0041,112.22,118.34,-6.11,79.54,34.62,18.71,64.1,7.09,40.72,10.38,8.0,INDUSTRIAL_INRUSH,6.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.955,-0.0804,0.9975,99.57,92.55,7.02,71.14,7.99,19.57,57.0,7.13,30.52,9.27,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.908,-0.2118,1.0023,111.72,98.53,13.19,80.9,14.18,19.35,70.0,7.16,30.53,21.52,8.0,DATACENTER_SPIKE,11.3,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.058,0.0649,1.0039,97.87,101.17,-3.29,69.63,24.59,11.58,76.7,7.11,27.75,10.61,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.146,0.1296,0.9998,113.75,119.83,-6.08,80.95,34.96,19.87,84.1,20.77,30.86,9.35,8.0,EV_SURGE,8.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.924,-0.1616,0.9958,99.17,85.44,13.72,70.0,9.99,10.46,82.1,7.24,29.08,9.92,8.0,SOLAR_DROP,5.2,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.882,-0.2594,0.9944,111.52,96.53,14.99,80.05,11.57,19.97,77.6,20.07,29.32,9.73,8.0,EV_SURGE,14.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.134,0.2419,1.0082,100.59,109.98,-9.39,73.37,32.17,12.81,64.5,6.89,31.67,9.37,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.069,0.0691,1.0007,98.7,102.57,-3.87,69.96,31.77,5.79,69.7,7.11,29.86,9.78,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.953,-0.0393,0.9968,97.75,96.94,0.8,69.89,12.09,19.86,71.3,6.6,30.06,9.94,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.938,-0.0792,1.0035,102.1,94.37,7.73,72.48,10.52,18.86,68.0,7.24,29.52,9.87,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.844,-0.245,0.9962,113.43,96.11,17.32,81.98,11.12,19.99,64.5,7.05,43.62,9.66,8.0,INDUSTRIAL_INRUSH,17.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.878,-0.1634,0.9945,111.24,100.82,10.42,80.48,22.76,13.06,74.4,7.0,30.93,19.75,8.0,DATACENTER_SPIKE,15.2,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.021,0.0523,0.9967,101.77,102.85,-1.08,72.2,27.81,10.04,33.2,6.31,32.53,9.92,8.0,BESS_OUTAGE,27.1,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
50.009,0.0743,0.9993,98.33,99.44,-1.11,69.63,29.19,5.25,64.8,7.04,29.0,9.78,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.971,-0.0646,1.0009,97.79,91.55,6.24,69.63,17.66,8.89,51.2,6.65,29.42,9.53,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.127,0.2682,1.0019,99.58,104.43,-4.85,72.32,29.28,10.15,27.5,7.01,29.03,9.9,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.969,-0.0422,0.9989,100.39,97.07,3.32,72.11,12.17,19.89,46.3,6.74,30.74,10.45,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.884,-0.1673,1.0025,96.77,82.39,14.38,68.26,7.74,9.65,40.2,6.47,29.26,9.1,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.878,-0.2215,1.0016,115.16,100.32,14.85,82.54,18.84,16.48,61.1,7.14,45.65,8.83,8.0,INDUSTRIAL_INRUSH,14.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.807,-0.4072,0.9932,111.83,84.68,27.15,80.09,2.76,16.92,82.3,19.09,28.91,10.36,8.0,EV_SURGE,17.8,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.942,-0.1066,0.999,99.6,91.52,8.07,70.05,17.92,8.6,60.2,7.35,29.18,10.14,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.916,-0.1409,1.0001,109.84,99.66,10.18,79.36,16.48,18.18,72.8,6.91,30.78,18.59,8.0,DATACENTER_SPIKE,8.9,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.172,0.2194,1.0058,109.09,119.68,-10.59,77.57,34.93,19.75,69.4,6.64,29.76,19.05,8.0,DATACENTER_SPIKE,5.0,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.035,0.1041,1.0066,99.91,103.76,-3.85,71.58,31.83,6.93,55.6,7.19,31.8,9.51,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.912,-0.1521,0.9975,111.27,101.5,9.77,79.71,25.6,10.9,75.2,6.68,42.31,10.15,8.0,INDUSTRIAL_INRUSH,11.1,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.062,0.0624,0.9997,102.0,105.68,-3.69,73.43,30.13,10.55,52.3,6.88,30.93,10.31,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.985,-0.0497,1.0054,100.59,96.28,4.31,71.45,11.3,19.99,52.7,7.81,29.1,9.84,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.943,-0.1336,0.9943,111.66,103.15,8.51,79.44,28.14,10.0,48.7,6.8,30.29,21.66,8.0,DATACENTER_SPIKE,11.7,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.861,-0.2151,0.9916,114.99,93.68,21.31,82.47,8.88,19.79,57.0,23.23,30.31,8.71,8.0,EV_SURGE,20.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.908,-0.1632,0.9977,98.37,88.2,10.17,70.62,5.98,17.22,58.4,6.9,29.33,9.58,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.854,-0.3473,0.9912,120.59,98.96,21.63,86.43,14.94,19.03,58.0,26.81,30.03,10.06,8.0,EV_SURGE,26.3,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.894,-0.1625,0.9934,116.5,100.63,15.87,83.81,21.1,14.53,80.9,6.37,47.33,9.85,8.0,INDUSTRIAL_INRUSH,20.0,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.906,-0.1378,0.9955,97.83,84.49,13.34,69.65,7.57,11.93,68.6,7.11,28.59,9.66,8.0,SOLAR_DROP,5.9,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.878,-0.267,0.9949,97.68,82.0,15.68,70.35,0.73,16.27,64.4,6.53,28.39,9.28,8.0,SOLAR_DROP,7.3,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.878,-0.2737,0.9946,100.93,84.59,16.34,71.26,8.51,11.08,71.5,7.27,29.62,9.72,8.0,SOLAR_DROP,7.5,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.253,0.4253,1.0024,101.06,119.85,-18.79,72.25,34.97,19.88,81.4,6.41,30.03,10.62,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.252,0.4766,1.0074,98.22,119.08,-20.86,70.09,34.8,19.29,55.4,6.92,29.16,9.97,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.28,0.5448,1.0082,97.77,118.65,-20.88,69.93,34.7,18.95,71.6,7.05,28.56,9.71,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.115,0.2571,1.0046,96.47,109.21,-12.74,69.02,34.52,9.69,84.2,6.78,28.58,9.44,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.003,-0.0155,1.0009,101.12,100.83,0.3,72.2,22.79,13.04,41.7,6.74,31.91,10.15,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.859,-0.2532,0.9924,122.18,104.48,17.7,87.35,29.32,10.16,49.5,26.42,30.3,10.75,8.0,EV_SURGE,26.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.853,-0.2079,0.9945,101.74,83.16,18.57,72.5,5.93,12.23,76.1,6.87,30.12,10.13,8.0,SOLAR_DROP,8.3,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.827,-0.3587,0.9955,116.19,93.51,22.68,83.8,8.75,19.77,46.1,23.43,29.39,9.76,8.0,EV_SURGE,20.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.017,0.071,1.0051,99.26,100.92,-1.66,70.41,23.41,12.51,51.7,7.07,29.2,9.68,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.367,-1.2448,0.9802,100.54,80.83,19.71,72.17,0.49,15.35,31.0,6.95,30.06,9.91,8.0,BESS_OUTAGE,58.5,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.804,-0.3453,0.9932,111.38,86.66,24.72,79.9,3.97,17.69,77.9,20.59,29.5,9.73,8.0,EV_SURGE,17.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.318,0.4083,1.0089,96.94,105.63,-8.68,68.91,30.1,10.53,27.6,7.1,29.36,9.61,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.895,-0.1846,0.9909,97.49,83.83,13.65,70.1,8.4,10.44,74.1,6.67,29.71,9.77,8.0,SOLAR_DROP,9.2,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.917,-0.1225,0.9992,116.89,105.65,11.24,84.17,30.11,10.54,51.3,6.88,46.47,10.19,8.0,INDUSTRIAL_INRUSH,16.1,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.904,-0.1185,0.9987,101.07,89.04,12.04,71.81,10.73,13.31,65.8,7.16,30.38,10.04,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.833,-0.2436,1.001,119.59,99.73,19.86,85.21,16.65,18.08,84.3,25.68,30.95,9.64,8.0,EV_SURGE,19.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.848,-0.268,0.9919,120.82,99.43,21.39,86.46,15.9,18.53,83.5,29.13,29.66,10.03,8.0,EV_SURGE,26.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.859,-0.2566,0.9924,115.43,94.75,20.68,83.17,9.81,19.94,77.9,22.44,29.28,9.42,8.0,EV_SURGE,20.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.998,0.0115,0.9999,97.73,97.9,-0.17,71.03,13.24,19.66,51.8,6.85,30.27,8.96,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.146,0.2238,1.0034,98.84,109.69,-10.85,70.61,34.97,9.72,64.7,6.65,29.05,10.17,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.988,0.0744,0.9959,113.7,116.42,-2.72,81.57,34.15,17.26,69.4,6.95,31.17,19.99,8.0,DATACENTER_SPIKE,12.2,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.039,0.1119,0.9956,96.97,100.99,-4.02,69.13,23.83,12.16,73.6,7.19,27.6,8.87,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.131,0.2616,1.0023,99.4,109.68,-10.28,70.96,32.05,12.62,79.0,6.87,30.53,9.7,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.775,-0.2877,0.995,110.53,84.46,26.06,78.77,2.63,16.84,71.4,7.47,29.49,22.01,8.0,DATACENTER_SPIKE,15.9,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.88,-0.2252,0.9943,111.29,96.46,14.84,79.93,11.48,19.97,67.0,6.66,42.02,9.75,8.0,INDUSTRIAL_INRUSH,14.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.08,0.0991,1.0063,97.79,103.15,-5.36,70.46,28.14,10.0,45.3,6.46,29.32,9.84,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.019,0.0489,0.9988,101.01,102.15,-1.14,72.13,26.87,10.28,45.2,6.61,31.57,9.81,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.077,0.1957,1.005,99.07,106.28,-7.21,70.57,30.48,10.8,74.5,6.86,29.43,9.99,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.788,-0.3179,0.9885,99.56,79.43,20.13,70.15,4.2,10.23,74.1,6.91,29.91,9.59,8.0,SOLAR_DROP,14.3,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.072,0.1321,1.0038,110.76,112.73,-1.98,80.25,33.12,14.62,75.2,7.27,29.4,20.09,8.0,DATACENTER_SPIKE,7.4,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.021,-0.0318,1.0079,100.04,97.92,2.11,70.96,28.22,4.7,54.3,7.42,31.18,10.02,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.047,0.0852,1.0054,101.0,105.8,-4.8,72.18,30.2,10.59,54.8,6.84,30.66,9.76,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.112,0.1455,1.0015,100.31,109.69,-9.38,71.53,32.06,12.63,80.5,6.99,29.87,10.12,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.099,0.1903,1.0051,97.7,101.63,-3.93,69.09,25.89,10.73,21.8,6.59,30.03,10.01,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.831,-0.2843,0.9977,101.46,82.23,19.23,72.67,1.31,15.93,79.4,6.85,30.47,10.3,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.767,-0.2508,0.9924,117.03,94.17,22.86,83.7,9.3,19.87,72.3,27.3,27.76,10.04,8.0,EV_SURGE,24.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.057,0.1115,1.0001,115.22,119.97,-4.74,82.77,34.99,19.98,81.7,21.8,30.42,10.39,8.0,EV_SURGE,10.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.679,-0.4785,0.9858,120.81,90.87,29.95,87.59,6.74,19.12,62.8,28.42,29.12,10.25,8.0,EV_SURGE,37.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.081,0.0807,1.0017,112.72,117.58,-4.86,80.74,34.44,18.13,77.3,22.71,27.83,9.87,8.0,EV_SURGE,8.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.962,-0.0184,1.0022,100.93,100.64,0.3,71.89,21.14,14.5,49.7,7.09,31.12,9.4,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.008,0.0455,1.0029,99.41,100.24,-0.83,71.33,18.45,16.78,61.2,6.97,30.35,10.05,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.912,-0.1783,0.997,111.63,98.86,12.77,79.72,14.74,19.12,60.5,19.75,28.51,10.21,8.0,EV_SURGE,11.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.247,0.3543,1.0133,98.86,119.53,-20.68,70.92,34.9,19.64,46.0,6.68,29.37,9.92,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.847,-0.2596,0.9957,110.04,93.71,16.33,79.12,8.91,19.8,82.1,7.17,39.59,9.95,8.0,INDUSTRIAL_INRUSH,13.5,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.861,-0.1705,0.9947,101.62,86.94,14.69,71.89,3.58,18.36,76.9,6.78,33.08,9.51,8.0,SOLAR_DROP,8.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.832,-0.2784,0.9934,101.08,82.04,19.04,72.17,1.19,15.85,75.7,7.3,31.9,9.83,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.943,-0.0549,0.9976,110.69,106.92,3.77,79.39,30.83,11.1,63.7,7.2,42.74,9.47,8.0,INDUSTRIAL_INRUSH,9.5,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.833,-0.2179,0.991,111.71,89.21,22.5,80.29,5.61,18.6,73.2,6.92,41.68,10.3,8.0,INDUSTRIAL_INRUSH,18.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.851,-0.2045,0.9957,117.7,97.77,19.94,84.82,13.06,19.71,46.9,24.91,30.33,10.01,8.0,EV_SURGE,21.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.924,-0.2095,0.9916,113.95,100.96,12.99,82.1,23.63,12.33,79.5,7.2,42.43,10.05,8.0,INDUSTRIAL_INRUSH,17.7,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
